CellID,GPX4,CBS,TST,MPST,AIFM2,Cell Line Name,Erastin_log2
ACH-000849,0.693912282766292,1.44508121565069,1.52421883291393,0.143679644196592,-1.28590811552566,MDAMB468,-2.06851681714
ACH-000441,0.7202021681678,0.0734150020259021,0.649362229189688,1.00004705010071,0.857103361986845,SH4,-0.0816462495273
ACH-000248,-0.987816569595475,-1.61827602959258,-0.138665432521617,-0.271533165504528,1.00118155380185,AU565,
ACH-000684,-0.743698099216283,-0.720024183723368,-0.874138660604631,-0.218137363752836,-0.344476592366587,KMRC1,-2.05623034909
ACH-000856,0.916936782053383,1.47819160542826,-0.184998244090884,0.117864340092026,-0.858387062359278,CAL51,0.651328438695
ACH-000348,0.184687071953319,-0.421969573487812,-1.05932776830161,-0.547843750570111,0.272408384003607,RPMI7951,0.115757133611
ACH-000062,-0.0268297033119701,-0.263885863268466,0.281931698487828,-0.423024188195284,0.076276573777339,RERFLCMS,0.110691133946
ACH-000650,-0.715366742930611,0.55018504845052,-0.156032010072764,-0.0240288218286306,0.944945923744036,IGR37,0.202168405915
ACH-000484,-0.0845511231288021,-1.63688445269148,-0.0112706035413264,0.275854176177293,-0.993344328767782,VMRCRCW,0.860117556886
ACH-000625,0.277213995011322,2.70477670059186,1.93824424323561,2.13071691499508,0.391731587887175,HEP3B217,1.10328850002
ACH-000739,-0.650886448714982,0.208998956409228,1.72170138330182,1.46750688431415,0.26822393461783,HEPG2,0.883904608837
ACH-000361,-0.666890868307389,0.190834867376711,-1.00345075389057,-0.431728198332852,-0.798899603039766,SKHEP1,-3.73975486197
ACH-001239,1.19271371076882,-0.696972462845665,-0.645235636898569,-0.474338449577985,-0.170941658413668,WM2664,0.961470257198
ACH-000250,-0.792248697892374,-2.26565015655818,-0.204539645825806,-0.363806050983419,-0.19997050801883,KMRC20,-0.51999037335
ACH-000014,0.151976543040669,-1.1431965810267,-0.799464831815182,-1.19878684305799,-0.101130932609213,HS294T,0.569814770119
ACH-000713,-0.0374039638843217,0.522737711451072,0.742428847202347,-0.073220362645153,0.918741235123215,CAOV3,1.52719600761
ACH-000753,0.290654031253883,0.0614267937077838,-1.27958312734033,-0.570699790795023,0.513312524199808,JMSU1,1.09379514235
ACH-000023,0.240368377069104,-1.34165601675062,-1.00222404871868,-0.199504644463753,0.168014883840688,PATU8988T,-0.691730381294
ACH-000711,-0.626707190398721,0.673959765644161,-0.188629857398211,-0.335942471660722,-0.465687527173752,JIMT1,0.55299910772
ACH-000278,-0.124196046863395,0.50852007169835,-0.175777814731311,-0.532983997286473,-0.0191979433666576,COV362,-0.0143555004014
ACH-000219,-0.0832596950029492,-0.565261647181129,-0.87080760379822,-0.537031094097692,-0.175941411587492,A375,0.418917986531
ACH-000788,-0.0721942327628053,0.055503216022568,-0.596140646716002,-0.0551381568785068,0.0641382240549406,A2058,0.0258540847904
ACH-000651,0.0994148520975793,-0.102210124316915,0.491785534531135,0.554460617249679,0.652318898911367,SW620,0.232016879986
ACH-000935,0.71038733461997,-0.884269626443846,-0.673626536075831,-0.0439740701195244,-0.460260088643793,MDST8,
ACH-000475,-0.3978038840169,0.247652495122975,1.54116299789818,1.12173992582909,1.06425948704193,HUH1,0.821279794455
ACH-000971,-0.380308927857208,-1.35272498076739,-0.0704437532618717,-0.0254647575795707,0.578390914236254,HCT116,0.15037200778
ACH-000393,-1.21210055040245,0.679764148428013,-0.110096145963643,-0.323127663374903,0.123662758986859,HLF,-0.340612075786
ACH-000552,0.646320614147653,-1.10066017402736,0.488142891001774,-0.2986014912663,0.348984944203651,HT29,0.794782673946
ACH-000528,0.152738757850154,1.64633307936776,-1.05424242898016,-1.05128753262462,-2.02057381576735,ABC1,0.221970444722
ACH-000783,1.81534250151043,0.52495815604761,-0.668679888466361,-0.0423844421802784,-2.17397465857414,CAMA1,0.406285678284
ACH-000943,-1.10949193671414,-1.67857893913222,-0.599515943596168,0.0317281125798233,0.910062657078159,RKO,0.0635628375247
ACH-000986,0.286009415137676,-1.27253299516128,0.701625819211164,0.0815735682070357,1.24061313324568,HT115,-1.22686830527
ACH-000734,-0.687285774983161,1.22141512705233,2.19295152846563,2.55111813182765,0.866726035841895,JHH5,1.04150092863
ACH-000423,0.232418358534652,-0.741078244220881,-0.484605854400647,-0.545752474674808,0.0039586973432829,SKMEL3,0.81672311668
ACH-000860,-0.520868298313305,1.08104321047769,-1.24131517451111,-0.646160398038247,-0.845805787252461,NCIH358,0.656368596091
ACH-000547,0.243600248388894,-0.571854172209996,-0.913410139199968,-1.43323700145669,0.593247876696251,HT1197,-1.39050115079
ACH-000480,-0.460611248947767,1.36258405966762,1.45800141315294,1.26717771701955,0.376821189937515,HUH7,-0.248510479267
ACH-000847,1.44406004665634,-2.15591072330535,-0.284377052692566,0.45665251911506,-1.85190987259982,HGC27,-0.537806017605
ACH-000749,-0.496750759890381,1.20563376706533,-0.650487862884821,0.177956412471838,-1.68319212826933,DMS273,-0.787761716953
ACH-000510,-0.245104500177851,0.837168541941641,-1.56110894974213,-0.913223403741684,0.183384232162978,NCIH1299,-0.098707630845
ACH-000615,0.270964060172289,-1.17100885305629,0.478952101805419,-0.15564911526353,0.479181987679013,SKMEL28,
ACH-000234,-0.0646732331616338,-1.02947003775879,0.133636129022905,0.206311296713662,0.604976381860597,CAKI2,0.420604657583
ACH-000926,-0.154384933301673,-1.40038119597635,2.83290070720637,1.19048631320383,1.58079214266934,HT55,0.935752771616
ACH-000866,1.55398687310697,2.84386914166554,-0.629310909668489,-0.155000109487115,-0.413340154035904,NCIH1048,1.26960447613
ACH-000778,-0.857338092244663,-1.22556642749539,-0.793092741425355,-0.697289028918205,-0.441710644963309,HSC3,0.294874134505
ACH-000288,0.368054641303445,0.559358927987609,-0.355360636465108,-0.0026835003336649,-0.288461334866654,BT549,0.626021380856
ACH-000467,-0.646931467035502,-0.811144269237911,1.42505641686618,0.481517923485303,0.753631215615384,HCC56,-0.0382762177934
ACH-000958,0.0978414016627947,-0.887570137630568,0.339668840982148,-0.299780453582028,1.26339901635078,SW48,
ACH-000550,-0.305191154147861,-0.133087105907607,-0.314022273306911,0.432760568076458,0.678912257971191,IGR39,
ACH-000019,0.344213988751603,0.101423025042501,2.75973780425423,0.660079814817054,-0.185752309641419,MCF7,0.318445955414
ACH-000415,-1.17694629168557,-1.83752372959232,0.0141606345613064,-0.27080555967736,-0.533466665948375,BICR6,0.224013901136
ACH-000661,0.941807597250969,-0.575292264791102,-0.570898369202506,-0.118885471178624,0.742791286894318,WM1799,0.72535388028
ACH-000915,0.413671139574095,0.408618284750084,-1.00042200403568,0.270593880930029,1.14747623248969,IPC298,-0.132190910136
ACH-000021,-0.720937545281152,0.41008096784079,-0.504898661456369,-1.17205707506172,-0.506641373391856,NCIH1693,-3.02492013802
ACH-000859,0.138780031954321,0.13164288323345,-0.200340103357243,-0.0990543899866467,-1.02892681737618,HCC1954,-0.33208222058
ACH-000430,0.0908494298386138,0.210959824045498,-0.740376600138561,-0.13269394301256,0.702069590082054,TYKNU,-2.77304967225
ACH-000530,0.283821455548224,1.80222208852125,-1.01023705624617,0.299652718225559,-1.08800225561895,DMS114,-0.034244474011
ACH-000647,-0.190818291438257,-0.976086731800469,1.13232002245622,0.200092903310117,0.874569676196319,TE1,0.508831922516
ACH-000502,0.283553369790788,-2.431393867074,-0.467122789536383,-0.747336427547403,-0.241094997535393,TCCPAN2,0.524391589791
ACH-000390,-1.47912038310625,-0.939459365020034,-0.0577888792853548,-0.978310833997114,0.565189111056509,LUDLU1,-0.897994705399
ACH-000881,-0.164546731581416,1.91492205106073,-0.791966007713511,0.463842014044329,0.430332657909708,MELJUSO,-0.711870739209
ACH-000147,0.0220575545427525,0.066434200426452,-0.610262510473645,-0.521684516160772,-1.47983165760909,T47D,0.0156982639785
ACH-000985,1.00106523887628,-1.71584161194291,2.14213628453632,0.915347132240732,1.71592401307402,LS411N,1.46022515845
ACH-000090,0.328252065273368,-0.757235243162972,-0.828749038177957,-0.386072701369315,-0.592658323836317,PC3,-0.735851173187
ACH-000865,0.269880990575802,2.99145691741107,-0.382526597210563,-0.0862111636586422,-0.425019724977014,KYSE450,
ACH-000473,0.581612321111779,-0.210292982881633,-0.428567312497182,0.490119411358813,-0.681694605947928,RT112,0.933830268711
ACH-000007,-0.946393215642639,-1.4095840183511,2.18897584798931,0.767174849140024,1.15365051649449,LS513,0.591737516764
ACH-000012,0.283310522338826,0.4067938464122,1.25941283637518,-0.182639256545549,-2.20604579466825,HCC827,-1.40781086876
ACH-000929,-0.374230377049443,1.42208638230834,0.083945789496053,0.559724973404319,0.70735556146791,NCIH2110,0.447215057971
ACH-000601,-0.660761325224498,0.963057692986824,0.171385087841466,-0.34858929938393,-0.297503327871938,MIAPACA2,-0.683026972518
ACH-000395,-0.266052787688803,0.841434382990413,-0.539431542321637,-0.694789549252186,1.72502344252907,NCIH520,-0.11342405919
ACH-000842,-0.619421971855783,-1.66496786659442,0.659460033250189,0.101332208577694,0.244127162354497,SW480,0.760202173112
ACH-000383,-0.926982128074675,-2.60005781108068,0.441958020089619,0.306152927252107,0.620491836020971,OE33,0.921042582164
ACH-000097,0.502433202850229,-1.03678500199204,-0.826958030316352,-0.166170791352097,-0.112478620857487,ZR751,0.21179101386
ACH-000805,0.111665963762609,0.468793675124491,0.0593572906477222,0.0040329564396473,-0.224675609643442,COLO679,-0.779079609279
ACH-000649,1.36086222137478,-0.120827133619718,-0.782471566755352,0.159778339199368,-0.352259610359205,786O,-2.79943731664
ACH-000276,0.457285871077133,-0.020701389403055,-0.929464559980046,-0.540955505989692,0.407680520666304,HCC38,0.736466095573
ACH-000347,1.15318127429773,-0.0560011184249845,-0.44905098707029,0.437439569235197,0.46045709352101,QGP1,0.653946770105
ACH-000454,-1.06990032058849,-0.347187978694907,0.0147690701475204,-0.0661836009955613,0.665222333411693,HCC95,-1.04802307916
ACH-000769,-2.03335081053009,1.97333888510812,0.0093259576008841,-0.460099556106755,0.99336102329061,LK2,0.761433954252
ACH-000617,-0.322246896046235,0.744449804980898,1.27782447202937,-0.0437993447724942,-1.25994304721335,OVCAR4,-0.989094868053
ACH-000582,0.437890032033294,0.385475448284909,0.2002264532911,-0.0563460845637876,0.253969719431872,COLO741,0.497676094147
ACH-000035,-0.785751549722703,-0.248270472384488,-0.427427472719702,-0.774617813269216,-0.567821943202263,NCIH1650,0.232238128144
ACH-000579,-0.0598816328174079,-1.27325312996331,-1.37781471614131,-0.390059929797346,-0.346135481079928,UACC257,0.806473651396
ACH-000916,-0.954583118316845,0.40864995517973,0.750327712141512,0.436316743861591,0.129746367792635,NCIH1573,0.676129978061
ACH-000681,0.0910301231684212,-0.80304091613864,0.61313998986246,0.56362813177013,0.495924726773133,A549,1.13040748642
ACH-000114,-1.01662439482946,0.89266782546084,1.06262476425587,-0.810665295757135,-0.614891371269993,SU8686,0.88788458746
ACH-000726,-0.315805574955985,-0.947826990696421,-0.306537621649678,-1.02601502378741,-0.417236665149569,TE14,0.42969796707
ACH-000481,-0.161716825283293,3.19445095949532,-2.21280412679503,-0.360313180984537,-0.437947892861776,NCIH2170,1.41558350711
ACH-000573,-0.398166179560182,-1.01970889282169,-1.55917025020491,-0.725748590005616,1.2300352448766,MDAMB436,0.68186962786
ACH-000925,0.87965151921924,-2.68960511364638,1.308125289071,1.39170473094192,1.36604523637371,DV90,
ACH-000532,-1.44278787827695,0.0355517935004501,1.89974980070766,0.891335439019529,0.119450311573397,SNU61,0.740875262426
ACH-000670,0.626404934455784,1.68180216956798,-0.17460171780397,0.767660916373974,-2.70854286242002,SBC5,-0.045919210057
ACH-000724,0.040226230955786,-0.372845602821504,-0.233365638946145,-0.785431978602936,0.756836793849779,HT1376,1.15943136218
ACH-000138,-0.646519143065122,-2.84579295788555,1.12982249026142,0.10574551152801,0.597245889804212,CFPAC1,0.850345937001
ACH-000587,1.16920869444458,-0.535747104652808,0.593561804440815,0.528048852094454,0.461853258858928,NCIH1975,0.0452115647431
ACH-000350,0.895322464475185,-3.49209273553057,-1.07298635789059,-1.19881135511087,1.65790631825193,COLO678,0.513901175099
ACH-000635,-0.843651687637174,2.25060850468265,-0.984051338910082,-1.36780229381386,-2.48478759608336,SNU119,
ACH-000161,-0.869355288298564,0.603526934514499,0.715961544565168,0.458073022029949,1.76199022062713,CORL105,-0.520312021805
ACH-000880,0.253382759505535,-2.21921547760543,-0.603409385046558,-0.240441646053082,0.603830491278808,AGS,0.907606113361
ACH-000374,-0.0503912739850336,0.254973747535396,1.15400847242155,0.0306887353368472,0.0621385510193172,HCC1143,0.313594683626
ACH-000403,-0.333199815661374,-1.8173129595122,0.143859854045252,-0.534864232480397,0.181449854477786,NCIH747,-2.73767529013
ACH-000416,-0.311040769046005,0.856111924903534,-0.424314491846131,-0.237379064899969,1.07438007443645,NCIH838,0.307267022457
ACH-000207,-0.202573409842159,0.956593588327016,-0.297913411316907,-0.116485117753868,-0.244189578288869,DETROIT562,0.48008318357
ACH-000685,-0.66589657488015,-0.870346207367618,0.444388437974463,-0.041620554582793,0.390363610403135,L33,0.592105231794
ACH-000356,-0.309850678587139,-0.242948326780718,-0.208396201229669,0.375751694952672,0.391568611284624,MKN45,0.635283749548
ACH-000678,-1.30347943511185,-1.49369111657803,-0.36402182389936,-1.1582972106237,-0.231245317347617,MKN7,-0.0476575040897
ACH-000888,1.95049841474089,0.978935177959877,-0.759986672513066,-0.160457456859351,0.819685607078247,NCIH1793,0.941957907979
ACH-000785,-0.51186378782154,-0.494931813932383,0.633814973187567,0.119231812434339,0.348006176505627,NCIH2126,0.810361244658
ACH-000447,0.337259417277696,0.297132173725653,1.54344487297008,0.404467613405454,0.460932450027965,NCIH2228,-0.765001945397
ACH-000853,0.824318240933761,1.65236567341259,-0.830304603783206,-0.0023315501139551,-1.29037872837065,NCIH661,-0.373534200142
ACH-000967,0.468872031036003,-0.809969783656167,1.19653855188294,1.07063393210533,-0.464972295496468,SNUC2A,1.27590330733
ACH-000605,-0.278212667311062,0.0071955990918946,-0.70851482154293,-0.396177445877309,-0.596701897764904,TE6,0.686385158322
ACH-000966,-0.453630850288695,0.141198989443774,1.24962943252168,1.00776513169762,-2.31513523784714,IGROV1,-1.03403349445
ACH-000627,-1.5137642211848,-1.04856461375614,-0.850905070915151,-0.867864609650036,1.72635348347667,LCLC103H,-2.48277919673
ACH-000750,-0.844989031074752,-1.06447593284026,-1.76279417497354,-0.74031764825376,-2.87749212708043,LOXIMVI,-2.85893885604
ACH-000910,0.734028956908469,2.2664451512655,0.168198689392194,1.122024673182,-2.91367542060509,MDAMB453,
ACH-000747,-0.0053234340760505,-0.0757975172206971,-0.180440422672526,0.656530830978015,-2.07595709983444,NCIH1703,-1.94266208193
ACH-000752,0.290988633509818,-0.40496032432349,-1.99510097940861,-1.8822353234291,2.63342997457259,NCIH196,
ACH-000886,0.37009606761299,-1.29215120701092,0.588317409498737,-0.531284843423786,-0.0697987269961633,NCIH2009,0.0913301116345
ACH-000671,-1.1412278442043,0.910067899071672,0.608841598886992,0.185224951801864,1.01515129792374,HUH6,-1.08751930922
ACH-000932,0.500262035189776,-1.69351053714375,-0.0168144076031533,-0.597711367236442,0.552000099827869,SNU1,
ACH-000900,0.580096858677503,0.415188213563649,-0.905386034493278,-1.14822828871477,-0.852235143048025,NCIH23,-0.798624259234
ACH-000159,-0.0698158020506583,-1.89231914565881,-0.0741671384005274,-0.242970850530706,-0.264357328932568,OSRC2,-1.42947562534
ACH-000680,-0.0586467442905942,-1.38428365608543,1.61200069361398,0.602701988376486,-0.292619054824617,SW948,1.49837262
ACH-000508,0.0867007670373144,-0.0245829489398912,-2.5940878755817,-1.48831406229914,-0.628327538414566,CORL88,
ACH-000667,-0.138369290154916,0.749377864698211,0.11148587541213,0.492341593893382,0.398727695362855,HCC44,0.401931473637
ACH-000924,0.271531233259357,-1.74793686771014,0.607135795560813,0.0468780839831779,0.347143015493391,NCIH2172,0.343224728704
ACH-000720,0.570212942487767,-0.249129880658525,-0.0521835996464793,-0.0818925001642276,1.49683819622741,TCCSUP,2.30440523497
ACH-000488,-1.0047615564567,-1.27459445076571,-1.23017429661584,0.0205589508445008,0.112776863821285,TE11,0.704503342288
ACH-000425,0.494011329397365,0.0606062458206684,-0.419632439251493,0.0318753649600363,0.526060717273564,UACC62,0.218823559975
ACH-000330,0.313774784467734,-0.252363756330744,-0.332070077663695,-0.362941921949757,-1.37501940656193,EFM19,-0.000936171102652
ACH-000239,0.63260981072373,-1.67705354408201,1.46652434652182,0.358739823526066,1.43362918421561,HUG1N,
ACH-000824,-0.115432465489507,-1.07118337550907,-0.842986966067302,-1.2684412877075,-0.159682658542378,KYSE510,0.581412865612
ACH-000463,-2.05563521098076,-0.961313181109587,-0.551628241432866,0.0241784027514129,1.42117664696711,NCIH460,0.469652893753
ACH-000343,0.0673945663517719,2.04846979220532,0.443724066208181,0.816657148588053,-1.28467990635496,NCIH522,-0.933914121816
ACH-000810,0.0710800074998464,-0.0965615446972035,-0.0951055592425176,0.503861416373263,0.167243715526694,SKMEL30,0.515050657966
ACH-000155,0.335031078838292,0.102731955598397,0.378358636881242,0.110517695292275,-0.28036371407838,SW1990,-0.788448183719
ACH-000052,-0.776592064792393,2.50288799159496,0.999423133163367,0.670259763912042,-3.24278829670589,A673,-0.00369217926003
ACH-000768,0.0448360367829088,-3.02398474311169,-0.0692703113358105,-0.297045182979314,1.36026400779449,MDAMB231,-0.241347933496
ACH-000542,0.0915287912127083,1.83933192170287,-0.693230068434178,-0.261797623701315,-0.0553439096183673,HEYA8,-1.50376859857
ACH-000380,0.134691005974925,-3.2279300577106,-0.527899824561926,1.58825795943566,-0.596374972991089,KMS12BM,
ACH-000595,-0.687382725413319,-0.231447885838069,-0.719039829452413,-1.04488394650392,0.34689230393964,LN229,0.560896900884
ACH-000957,-0.0565378520663152,-2.33686346284302,1.80723264246668,0.313183362967602,1.8044234376784,LS180,0.210829361426
ACH-000362,1.20208058575864,2.75018924218501,0.696864314681677,-0.446633843676874,1.15588964487328,MOLM13,
ACH-000053,0.233150834404603,-2.04391497714621,0.156883134994383,0.58936652408711,0.0337867430834599,KARPAS299,
ACH-000212,0.0837489476910824,1.61343702976235,-0.247368749380099,-0.293802519741828,0.612530996903975,CAL120,1.01773080577
ACH-000979,-1.91289381486404,0.720890455299803,0.845337455714422,-0.820027231739891,1.46356719145972,DU145,-0.689819317596
ACH-000096,-0.336148882403857,0.496760180853831,-0.0751521646400389,0.384443124733887,-2.61674324831692,G401,-0.0452598821749
ACH-000919,0.603055418538613,-3.44273286251742,2.43874872832004,2.73525501555694,0.266858549571332,IM95,0.879735645006
ACH-000909,0.82593201064857,2.41397176844454,-0.299374795667267,0.564141710084896,0.30969202120799,JHUEM2,0.469106830524
ACH-000315,-0.917282328674489,-2.33617353038482,-1.93692939776991,-1.26193742657957,-0.537934279911765,KARPAS422,
ACH-000878,0.161587580787707,1.24713317971103,0.143603375718484,-0.223224052622452,1.83431576904764,HCC15,-0.228900944692
ACH-000075,0.708933421426446,-0.694722540293869,-1.34512451344031,-1.22984324547918,0.275636502459443,U87MG,-1.63111534509
ACH-000222,1.87096773314153,-2.53510917586805,2.89279535445216,1.64435736898741,-0.786699039780029,ASPC1,-0.231624139133
ACH-000898,-1.04479225447422,-2.81536578497535,1.03448540481598,0.703808341047004,2.49726313872137,SNU719,0.427160001687
ACH-000662,-0.463289903760267,0.0106085481378915,0.678333431959824,1.00182264245131,-0.245814032269601,CORL23,-0.00784042095724
ACH-000831,1.60382667531083,3.25129195156567,-1.49501940939798,0.226843542325877,-0.286146669023054,HEC50B,
ACH-000479,-1.19063106709544,-2.04237125379377,-0.295992013370192,-2.67288872821921,0.808734502336762,KNS81,0.394539379903
ACH-000065,0.784644091459801,1.32599056730681,-0.403995987241412,0.600230620200808,-1.45086930768191,OCIAML5,
ACH-000318,-2.45261205618517,-1.90656716615001,-0.191599763378995,-0.727943726836464,-0.129190567490346,TE10,0.636346153038
ACH-000198,0.192211473310293,-0.0945760885688804,0.0445856380736229,0.457310985647182,-2.30199064142764,EOL1,
